,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
13451,50-7142,Macomb,ROSEVILLE,(1) Interstate,U,I-696 OFF RAMP,,,,TO M-97 (GROESBECK HWY) AND HAYES RD,RAMP,WB,Primary,1740408.0,0.086,42.49426694,-82.9641644,9706.0,9706.0
13452,50-7143,Macomb,ROSEVILLE,(1) Interstate,U,I-696 ON RAMP,,,,FROM M-97 (GROESBECK HWY) AND HAYES RD,RAMP,EB,Primary,1740209.0,0.091,42.49369216,-82.96443883,8717.0,8717.0
13453,50-7144,Macomb,ROSEVILLE,(1) Interstate,U,I-696,,,,AT NEIMAN ST OVERPASS(WEST OF I-94),2-WAY,EB/WB,Primary,1740201.0,8.25,42.49445064,-82.93090667,110909.0,110909.0
13454,50-7153,Macomb,-,(1) Interstate,U,I-94 ON RAMP,,,,FROM EB I-696 AND EB 11 MILE RD,RAMP,SB,Primary,1740201.0,9.0,42.49255445,-82.91741929,24783.0,24783.0
13455,50-7681,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO E 9 MILE ROAD,RAMP,NB,Primary,800906.0,0.105,42.46412412,-82.92150273,5972.0,5972.0
13456,50-7682,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 ON RAMP,,,,FROM E 9 MILE ROAD,RAMP,SB,Primary,801410.0,0.103,42.46415645,-82.92243525,5923.0,5923.0
13457,50-7683,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO E 9 MILE ROAD,RAMP,SB,Primary,801501.0,0.086,42.46752034,-82.92045426,11132.0,11132.0
13458,50-7684,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 ON RAMP,,,,FROM E 9 MILE ROAD,RAMP,NB,Primary,800909.0,0.123,42.46728934,-82.91957904,10612.0,10612.0
13459,50-7685,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO 10 MILE ROAD,RAMP,NB,Primary,801001.0,0.136,42.47922696,-82.91609875,3996.0,3996.0
13460,50-7686,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 ON RAMP,,,,FROM 10 MILE ROAD,RAMP,SB,Primary,801502.0,0.1,42.47900206,-82.91703578,4360.0,4360.0
13461,50-7687,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 ON RAMP,,,,FROM 10 MILE ROAD,RAMP,NB,Primary,801004.0,0.129,42.48230642,-82.91656103,8519.0,8519.0
13462,50-7688,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO 10 MILE ROAD,RAMP,SB,Primary,801503.0,0.12,42.48229397,-82.91741402,9635.0,9635.0
13463,50-7690,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO 11 MILE ROAD,RAMP,NB,Primary,801006.0,0.342,42.49332764,-82.91611087,2416.0,2416.0
13464,50-7691,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 ON RAMP,,,,FROM 11 MILE ROAD,RAMP,NB,Primary,801008.0,0.081,42.49635045,-82.91640023,3004.0,3004.0
13465,50-7692,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO WBD I-696,RAMP,SB,Primary,1740308.0,8.83,42.49689481,-82.92001826,25240.0,25240.0
13466,50-7702,Macomb,-,(1) Interstate,U,I-94 OFF RAMP,,,,TO WB I-696 AND 11 MILE RD,RAMP,SB,Primary,1740308.0,8.995,42.49894417,-82.91844172,28933.0,28933.0
13467,50-7703,Macomb,St Clair Shores,(1) Interstate,U,I-94 ON RAMP,,,,FROM EB I-696 AND 11 MILE ROAD,RAMP,NB,Primary,801008.0,0.2955957,42.49935984,-82.9174397,28861.0,28861.0
13468,50-7704,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO WB I-696 AND 11 MILE ROAD,RAMP,NB,Primary,801006.0,0.161,42.49074053,-82.91655093,25745.0,25745.0
13469,50-7705,Macomb,ST CLAIR SHORES,(1) Interstate,U,I-94 OFF RAMP,,,,TO 11 MILE RD,RAMP,SB,Primary,801506.0,0.119,42.49639741,-82.91936389,2069.0,2069.0
13470,50-7706,Macomb,ROSEVILLE,(1) Interstate,U,I-94 ON RAMP,,,,FROM EB 11 MILE RD,RAMP,SB,Primary,801504.0,0.068,42.49484507,-82.91984459,612.0,612.0
13471,50-8033,Macomb,STERLING HEIGHTS,(2) Freeway & Expressway,U,M-53 OFF RAMP,,,,TO M-59 (HALL ROAD),RAMP,NB,Primary,821104.0,0.194,42.623907,-83.01155391,11280.0,11280.0
13472,50-8047,Macomb,STERLING HEIGHTS,(2) Freeway & Expressway,U,M-59 HALL RD.,,,,100 FT WEST OF MOUND RD.,2-WAY,EB/WB,,807710.0,1.99,42.62472751,-83.05259417,72709.0,72709.0
13473,50-8058,Macomb,-,(2) Freeway & Expressway,U,M-53 OFF RAMP,,,,TO VAN DYKE RD AND 18 1.5 MILE RD,RAMP,NB,Primary,4210502.0,0.104,42.59957443,-83.03017735,6479.0,6479.0
13474,50-8086,Macomb,-,(2) Freeway & Expressway,U,M-53 ON RAMP,,,,FROM VAN DYKE RD AND 18 1.5 MILE RD,RAMP,NB,Primary,4210503.0,0.125,42.60028756,-83.02978779,12851.0,12851.0
13475,50-8087,Macomb,-,(2) Freeway & Expressway,U,M-53 OFF RAMP,,,,TO VAN DYKE AVE AND 18 1.5 MILE RD,RAMP,SB,Primary,4210504.0,0.185,42.60133412,-83.02813,14437.0,14437.0
13476,50-8625,Macomb,UTICA,(2) Freeway & Expressway,U,M-53 ON LOOP,,,,FROM WB M-59 (HALL RD),RAMP,SB,Primary,4210000.0,0.275,42.62767088,-83.01420791,10034.0,10034.0
13477,50-8626,Macomb,UTICA,(2) Freeway & Expressway,U,M-53 OFF RAMP,,,,TO M-59 (HALL ROAD),RAMP,SB,Primary,821007.0,0.163,42.62815001,-83.01437332,16203.0,16203.0
13478,50-8627,Macomb,-,(2) Freeway & Expressway,U,M-53 ON RAMP,,,,FROM EB M-59 (HALL ROAD),RAMP,SB,Primary,821008.0,0.137,42.62475982,-83.01355089,1935.0,1935.0
13479,50-9633,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO NB MOUND RD,RAMP,EB,Primary,1740507.0,0.065,42.4868471,-83.04777014,25360.0,25360.0
13480,50-9634,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO NB MOUND RD,RAMP,WB,Primary,1740402.0,0.302,42.48954992,-83.04357396,7381.0,7381.0
13481,50-9706,Macomb,WARREN,(5) Major Collector,U,I-696 SVDR/11 ML,,,,100 FT E OF M-53/VANDYKE,1-WAY,EB,Primary,803208.0,3.22051,42.49128226,-83.02715556,15333.0,15333.0
13482,50-9801,Macomb,WARREN,(1) Interstate,U,I-696,,,,AT RYAN ROAD OVERPASS,2-WAY,EB/WB,Primary,1740201.0,1.179894,42.49105206,-83.06667865,166785.0,166785.0
13483,50-9802,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO HOOVER RD VIA EB 11 MILE RD,RAMP,EB,Primary,1740206.0,0.076,42.49167955,-83.01174745,12619.0,12619.0
13484,50-9803,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM HOOVER RD VIA WB 11 MILE RD,RAMP,WB,Primary,1740405.0,0.089,42.49226374,-83.01059997,12755.0,12755.0
13485,50-9804,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO HOOVER RD VIA WB 11 MILE RD,RAMP,WB,Primary,1740406.0,0.16,42.49244538,-83.00246395,4889.0,4889.0
13486,50-9805,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM HOOVER RD VIA EB 11 MILE RD,RAMP,EB,Primary,1740207.0,0.087,42.49185628,-83.00310745,4737.0,4737.0
13487,50-9806,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO M-53 (VAN DYKE AVE) VIA EB 11 MILE RD,RAMP,EB,Primary,1740203.0,0.069,42.49133216,-83.03330692,13802.0,13802.0
13488,50-9807,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM M-53 (VAN DYKE AVE) VIA WB 11 MILE RD,RAMP,WB,Primary,1740403.0,0.056,42.49195259,-83.03136338,13403.0,13403.0
13489,50-9808,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO M-53 (VAN DYKE AVE) VIA WB 11 MILE RD,RAMP,WB,Primary,1740404.0,0.087,42.49212092,-83.02418914,9291.0,9291.0
13490,50-9809,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM M-53 (VAN DYKE AVE) VIA EB 11 MILE RD,RAMP,EB,Primary,1740205.0,0.086,42.49151033,-83.02424091,9600.0,9600.0
13491,50-9816,Macomb,Warren,(1) Interstate,U,I-696,,,EAST OF,W I 696/11 Mile RAMP,2-WAY,EB/WB,Primary,1740201.0,3.666,42.49174194,-83.02045419,177062.0,177062.0
13492,50-9820,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM DEQUINDRE ROAD VIA EB 1-696 SD,RAMP,NE,Primary,1740110.0,0.088,42.4871517,-83.08209975,7060.0,7060.0
13493,50-9821,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO DEQUINDRE ROAD VIA W I-696 SD,RAMP,SW,Primary,1740309.0,0.089,42.48766155,-83.0825425,6068.0,6068.0
13494,50-9822,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO WB 11 MILE ROAD,RAMP,WB,Primary,1740310.0,0.103,42.49129939,-83.07369515,7623.0,7623.0
13495,50-9823,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM EB 11 MILE ROAD,RAMP,EB,Primary,1740202.0,0.078,42.49078706,-83.0736841,6822.0,6822.0
13496,50-9824,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM BUNERT RD AND M-97 (GROESBECK HWY),RAMP,WB,Primary,1740407.0,0.066,42.4933369,-82.98104854,15826.0,15826.0
13497,50-9825,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO BUNERT RD AND M-97 (GROESBECK HWY),RAMP,EB,Primary,1740208.0,0.072,42.49274272,-82.98109504,16428.0,16428.0
13498,50-9826,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO NB AND SB MOUND ROAD,RAMP,EB,Primary,1740302.0,0.243,42.48753579,-83.04988046,28794.0,28794.0
13499,50-9827,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM NB AND SB MOUND ROAD,RAMP,WB,Primary,1740401.0,0.507,42.48899796,-83.05072893,24735.0,24735.0
13500,50-9828,Macomb,WARREN,(1) Interstate,U,I-696 ON RAMP,,,,FROM NB AND SB MOUND ROAD,RAMP,EB,Primary,1740305.0,0.626,42.48879,-83.04034661,16519.0,16519.0
13501,50-9829,Macomb,WARREN,(1) Interstate,U,I-696 OFF RAMP,,,,TO NB AND SB MOUND ROAD,RAMP,WB,Primary,1740402.0,0.156,42.48934861,-83.04082694,16316.0,16316.0
13502,50-9831,Macomb,Warren,(1) Interstate,U,I-696,,,WEST OF,W I 696/11 Mile RAMP,2-WAY,EB/WB,Primary,1740201.0,6.371,42.49381093,-82.96759647,101373.0,101373.0
13503,50-9833,Macomb,Warren,(1) Interstate,U,I-696,,,SW OF,W I 696/11 Mile RAMP,2-WAY,EB/WB,Primary,1740201.0,0.509,42.48991919,-83.07953797,152340.0,152340.0
13504,50-9839,Macomb,-,(1) Interstate,U,I-696,,,,AT SCHOENHERR (W OF M-97 GROSBECK),2-WAY,EB/WB,Primary,1740201.0,5.374,42.4924475,-82.98702999,150194.0,150194.0
13505,50-9850,Macomb,Sterling Heights,(2) Freeway & Expressway,U,M-53,,,WEST OF,Utica Rd,2-WAY,NB/SB,Primary,4210208.0,3.961297,42.60239594,-83.02343075,71108.0,71108.0
13506,50-9900,Macomb,Sterling Heights,(2) Freeway & Expressway,U,M-59 (HALL RD),,,EAST OF,Ryan Rd,2-WAY,EB/WB,Primary,807710.0,1.047,42.62423049,-83.07108582,86836.0,86836.0
13507,51-0001,Manistee,Manistee,(4) Minor Arterial,U,M-22,,,NORTH OF,US 31,2-WAY,NB/SB,Primary,1154306.0,0.131,44.28683182,-86.24311773,2715.0,2715.0
13508,51-0003,Manistee,-,(3) Other Principal Arterial,R,US-31,,,SOUTH OF,W Fox Farm Rd,2-WAY,NB/SB,Primary,1153803.0,0.523,44.18372249,-86.30563393,6654.0,6654.0
13509,51-0006,Manistee,-,(3) Other Principal Arterial,U,US-31 CHIPPEWA HWY,,,SW OF,Orchard Hwy,2-WAY,NE/SW,Primary,1153803.0,9.913021,44.28151766,-86.24861541,10460.0,10460.0
13510,51-0009,Manistee,Manistee,(4) Minor Arterial,U,M-55 CABERFAE HWY,,,SE OF,E Parkdale Ave,2-WAY,NW/SE,Primary,1154207.0,0.047,44.26773229,-86.29839326,5832.0,5832.0
13511,51-0011,Manistee,-,(4) Minor Arterial,R,M-55,,,EAST OF,S High Bridge Rd,2-WAY,EB/WB,Primary,1154207.0,15.822,44.22835573,-86.00679,4186.0,4186.0
13512,51-0013,Manistee,Manistee,(4) Minor Arterial,U,M-55 CABERFAE HWY,,,SE OF,Pine Creek Rd,2-WAY,NW/SE,Primary,1154207.0,1.953,44.24411572,-86.27848237,3581.0,3581.0
13513,51-0014,Manistee,Onekama,(4) Minor Arterial,R,M-22,,,NW OF,8 Mile Rd,2-WAY,NW/SE,Primary,1154306.0,8.304,44.37018791,-86.21659856,2801.0,2801.0
13514,51-0015,Manistee,-,(3) Other Principal Arterial,R,US-31 CHIPPEWA HWY,,,SOUTH OF,8 Mile Rd,2-WAY,NE/SW,Primary,1153803.0,15.808,44.34121755,-86.16513122,5212.0,5212.0
13515,51-0018,Manistee,-,(4) Minor Arterial,U,M-55,Brickyard Rd,Madsen Dr,BETWEEN,Brickyard Rd AND Madsen Dr,2-WAY,NW/SE,Primary,1154207.0,1.294033,44.25227926,-86.28536878,4572.0,4572.0
13516,51-0019,Manistee,Bear Lake,(3) Other Principal Arterial,R,US-31 PLEASANTON HWY,,,NE OF,Russell St,2-WAY,NE/SW,Primary,1153803.0,22.282,44.42573805,-86.13976237,5687.0,5687.0
13517,51-0020,Manistee,-,(4) Minor Arterial,R,M-115,,,NW OF,N 1 Rd,2-WAY,NW/SE,Primary,1155901.0,9.307,44.43405654,-85.82713889,3240.0,3240.0
13518,51-0026,Manistee,-,(3) Other Principal Arterial,R,US-31,,,SE OF,Potter Rd,2-WAY,NB/SB,Primary,1153803.0,20.469,44.40484375,-86.14965784,5470.0,5470.0
13519,51-0055,Manistee,Filer,(3) Other Principal Arterial,U,US-31,Stronach Rd,E Preuss Rd,BETWEEN,Stronach Rd AND E Preuss Rd,2-WAY,NB/SB,Primary,1153803.0,2.168025,44.20754848,-86.30480215,7970.0,7970.0
13520,51-0057,Manistee,-,(3) Other Principal Arterial,U,US-31,,,NORTH OF,Merkey Rd,2-WAY,NW/SE,Primary,1153803.0,3.592,44.22741019,-86.31114832,11379.0,11379.0
13521,51-1100,Manistee,Bear Lake,(3) Other Principal Arterial,R,US-31,,,NORTH OF,Potter Rd,2-WAY,NB/SB,Primary,1153803.0,21.428,44.41844265,-86.15126737,5518.0,5518.0
13522,51-2002,Manistee,Cleon,(4) Minor Arterial,R,M-115,,,NW OF,Springdale Rd,2-WAY,NW/SE,Primary,1155901.0,3.042,44.48503014,-85.9301926,4275.0,4275.0
13523,51-5001,Manistee,-,(5) Major Collector,R,Faylor,,,EAST OF,Front St,2-WAY,EB/WB,Primary,1163007.0,0.979,44.4835309,-85.90548975,409.0,409.0
13524,51-5002,Manistee,-,(5) Major Collector,R,Nessen City,,,NE OF,Springdale Rd,2-WAY,NE/SW,Primary,3100041.0,0.733,44.49214077,-85.91200839,1045.0,1045.0
13525,51-5003,Manistee,-,(5) Major Collector,R,Yates,,,SOUTH OF,Cadillac Hwy,2-WAY,NB/SB,Primary,1159006.0,5.745,44.46117079,-85.91895099,258.0,258.0
13526,51-5004,Manistee,-,(4) Minor Arterial,R,Thompsonville,,,,BETWEEN M-115 AND VONDRA (SPRINGDALE TWP),2-WAY,NB/SB,Primary,1155907.0,1.823,44.49597151,-85.93884458,977.0,977.0
13527,51-5005,Manistee,-,(5) Major Collector,R,Kurick,,,,BETWEEN VONDRA AND SPRINGDALE (SPRINGDALE TWP),2-WAY,NB/SB,Primary,1163705.0,0.587,44.49391775,-85.97917949,581.0,581.0
13528,51-5006,Benzie,-,(5) Major Collector,R,MANISTEE COUNTY RD,,,WEST OF,Kurick Rd,2-WAY,EB/WB,Primary,1074107.0,4.489,44.5139252,-86.01421243,848.0,848.0
13529,51-5008,Manistee,-,(5) Major Collector,R,Glovers Lake,,,,E OF US-31 PLEASANTON W OF BUTWELL,2-WAY,EB/WB,Primary,1154704.0,1.703,44.48829435,-86.12079537,604.0,604.0
13530,51-5009,Manistee,-,(5) Major Collector,R,Norconk,,,,E OF BUTWELL W OF PLEASANTON,2-WAY,EB/WB,Primary,1158409.0,3.201,44.45251028,-86.1376625,598.0,598.0
13531,51-5010,Manistee,-,(5) Major Collector,R,13 Mile,,,,E OF PLEASANTON W OF CHIEF,2-WAY,EB/WB,Primary,1163208.0,1.072,44.43049117,-86.10816876,1494.0,1494.0
13532,51-5011,Manistee,-,(5) Major Collector,R,13 Mile,,,,E OF ERDMAN W OF LINDEN,2-WAY,EB/WB,Primary,1155708.0,2.875,44.43198777,-86.19255618,684.0,684.0
13533,51-5012,Manistee,-,(5) Major Collector,R,South Shore,,,,E OF LINDERMAN W OF JACOBS,2-WAY,EB/WB,Primary,1158401.0,1.196,44.42175651,-86.15805002,1050.0,1050.0
13534,51-5013,Manistee,-,(5) Major Collector,R,Milarch,,,,N OF 11 MILE S OF POTTER,2-WAY,NB/SB,Primary,1158310.0,2.836,44.40710283,-86.1822906,515.0,515.0
13535,51-5014,Manistee,-,(5) Major Collector,R,Portage Point,,,,E OF BAYVIEW W OF WOODLAND,2-WAY,NW/SE,Primary,1155703.0,2.375,44.37879234,-86.23206172,856.0,856.0
13536,51-5015,Manistee,-,(5) Major Collector,R,9 Mile,,,,E OF US-31 CHIPPEWA W OF ANDERSON,2-WAY,EB/WB,Primary,1158704.0,1.848,44.37377352,-86.14739059,1837.0,1837.0
13537,51-5016,Manistee,-,(5) Major Collector,R,8 Mile,,,,E OF MARCH W OF THORPE,2-WAY,EB/WB,Primary,1155503.0,0.873,44.35987053,-86.17512457,1626.0,1626.0
13538,51-5017,Manistee,-,(5) Major Collector,R,Coates,,,,E OF LECKRONE W OF GRAF,2-WAY,EB/WB,Primary,1154309.0,7.438,44.31274674,-86.05623846,1435.0,1435.0
13539,51-5018,Manistee,-,(5) Major Collector,R,Coates,,,,E OF SWIHART W OF RITA,2-WAY,EB/WB,Primary,1157102.0,2.76,44.30384276,-85.99585455,702.0,702.0
13540,51-5019,Manistee,-,(5) Major Collector,R,9 Mile,,,,E OF KAVLEVA E OF PUUSSTINEN,2-WAY,EB/WB,Primary,1158704.0,9.337,44.36950758,-85.99627143,1422.0,1422.0
13541,51-5020,Manistee,-,(5) Major Collector,R,Healy Lake,,,,N OF MAKINEN,2-WAY,NB/SB,Primary,1159101.0,0.341,44.38539363,-86.01033334,1320.0,1320.0
13542,51-5022,Manistee,-,(5) Major Collector,R,Warfield,,,,N OF HUSIER,2-WAY,NB/SB,Primary,1155310.0,2.24,44.23436481,-85.86132211,208.0,208.0
13543,51-5023,Manistee,-,(5) Major Collector,R,Bosschem,,,,N OF PINE LAKE S OF 6TH,2-WAY,NB/SB,Primary,1155209.0,3.217,44.21240075,-85.97156393,779.0,779.0
13544,51-5024,Manistee,-,(5) Major Collector,R,Hoxyville,,,,E OF FAWN W OF HARRIS,2-WAY,EB/WB,Primary,1160806.0,0.706,44.17991078,-85.95804163,592.0,592.0
13545,51-5025,Manistee,-,(5) Major Collector,R,SEAMAN RD,,,,S OF PINE LAKE,2-WAY,NB/SB,Primary,3511017.0,2.085,44.2060202,-85.95764249,846.0,846.0
13546,51-5026,Manistee,-,(5) Major Collector,R,6th,,,,E OF BOSSCHEM W OF CRANBERRY,2-WAY,EB/WB,Primary,1160809.0,0.469,44.21737221,-85.96811227,196.0,196.0
13547,51-5027,Manistee,-,(5) Major Collector,R,High Bridge,,,,N OF CEDAR CREEK S OF CHICAGO,2-WAY,NB/SB,Primary,1155205.0,1.338,44.24438145,-86.0115509,1974.0,1974.0
13548,51-5028,Manistee,-,(5) Major Collector,R,River,,,,E OF INDIAN VILLAGE W OF SKIDMORE,2-WAY,EB/WB,Primary,1157301.0,2.762,44.27619013,-86.04030271,252.0,252.0
13549,51-5030,Manistee,-,(5) Major Collector,R,Skocelas,,,,S OF M-55 CABERFAE N OF STEINBERG,2-WAY,NB/SB,Primary,1155101.0,1.92,44.21827668,-86.1432393,266.0,266.0
13550,51-5031,Manistee,-,(4) Minor Arterial,R,Stronach,,,,NE OF STEINBURG,2-WAY,NE/SW,Primary,1155007.0,2.398,44.22062338,-86.23199276,2108.0,2108.0
13551,51-5032,Manistee,-,(5) Major Collector,R,Pruess,,,,E OF MCFADZEN W OF CAMP,2-WAY,EB/WB,Primary,1159509.0,0.905,44.2038839,-86.26731758,1281.0,1281.0
13552,51-5033,Manistee,-,(5) Major Collector,U,Lakeshore,,,,N OF ELLIOTT S OF GLORIA,2-WAY,NB/SB,Primary,3510929.0,1.253234,44.28120013,-86.31466525,2433.0,2433.0
13553,51-5034,Manistee,-,(4) Minor Arterial,U,Stronach,,,,E OF NELSON W OF LINWOOD,2-WAY,EB/WB,Primary,3510798.0,0.054,44.21295785,-86.30395406,2792.0,2792.0
13554,51-5035,Manistee,-,(5) Major Collector,R,Maple,,,,S OF RED APPLE N OF ADAMCZAK,2-WAY,NB/SB,Primary,1159404.0,2.812,44.21763322,-86.32497231,2314.0,2314.0
13555,51-5036,Manistee,-,(4) Minor Arterial,U,Stronach,,,,S OF STRONACH,2-WAY,NB/SB,Primary,1159510.0,0.47,44.20865596,-86.28464328,4492.0,4492.0
13556,51-5037,Manistee,-,(4) Minor Arterial,U,Water,,,,N OF HEUER HILL S OF 6TH,2-WAY,NB/SB,Primary,1159601.0,0.241,44.20963171,-86.27603639,4282.0,4282.0
13557,51-5038,Manistee,-,(4) Minor Arterial,U,Filer City,,,,SE OF 24TH NW OF 25TH,2-WAY,NW/SE,Primary,1159510.0,1.861,44.22238805,-86.30080872,1071.0,1071.0
13558,51-5039,Manistee,-,(5) Major Collector,U,28th,,,,E OF MANISTEE W OF NELSON,2-WAY,EB/WB,Primary,1153809.0,0.13,44.21992059,-86.30652385,1100.0,1100.0
13559,51-5040,Manistee,-,(4) Minor Arterial,U,Merkey,,,,W OF US-31 MANISTEE E OF MAPLE,2-WAY,EB/WB,Primary,1153810.0,1.605,44.22749174,-86.31826299,2645.0,2645.0
13560,51-5042,Manistee,MANISTEE,(4) Minor Arterial,U,MAIN ST,,,,BETWEEN 17TH AND PARK (IN MANISTEE),2-WAY,NB/SB,Primary,1159510.0,2.44,44.22946616,-86.30462292,1264.0,1264.0
13561,51-5043,Manistee,MANISTEE,(5) Major Collector,U,ENGELMANN ST,,,,BETWEEN 6TH AND 7TH (IN MANISTEE),2-WAY,NB/SB,Primary,1161601.0,0.375,44.24011663,-86.31010902,396.0,396.0
13562,51-5044,Manistee,MANISTEE,(5) Major Collector,U,KOSCIUSKO ST,,,,BETWEEN 9TH ST AND 10TH ST (IN MANISTEE),2-WAY,NB/SB,Primary,1161501.0,0.299,44.23615726,-86.31158843,446.0,446.0
13563,51-5045,Manistee,Manistee,(4) Minor Arterial,U,12TH ST,,,EAST OF,Maple St,2-WAY,EB/WB,Primary,1153901.0,0.228,44.23494371,-86.32098628,1235.0,1235.0
13564,51-5046,Manistee,MANISTEE,(5) Major Collector,U,6TH ST,,,,BETWEEN US-31 AND HOPKINS (IN MANISTEE),2-WAY,EB/WB,Primary,1153907.0,0.365,44.24030122,-86.31681767,518.0,518.0
13565,51-5047,Manistee,MANISTEE,(5) Major Collector,U,5TH ST,,,,BETWEEN MCKEE AND HANCOCK (IN MANISTEE),2-WAY,EB/WB,Primary,1153909.0,0.609,44.24209254,-86.31683653,753.0,753.0
13566,51-5048,Manistee,Manistee,(4) Minor Arterial,U,SIBBEN ST,,,NORTH OF,3rd St,2-WAY,NB/SB,Primary,1161902.0,0.1598609,44.24437411,-86.31445801,1472.0,1472.0
13567,51-5049,Manistee,MANISTEE,(5) Major Collector,U,6TH ST,,,,BETWEEN OAK AND MAPLE (IN MANISTEE),2-WAY,EB/WB,Primary,1160001.0,0.265,44.24106384,-86.32501024,1157.0,1157.0
13568,51-5050,Manistee,MANISTEE,(5) Major Collector,U,BRYANT AVE,,,,BETWEEN BIRCH AND TAMARACK (IN MANISTEE),2-WAY,EB/WB,Primary,1159809.0,0.179,44.24199363,-86.33561095,298.0,298.0
13569,51-5051,Manistee,MANISTEE,(5) Major Collector,U,RIVER ST,,,,BETWEEN PINE AND OAK (IN MANISTEE),1-WAY,SW,Primary,1154007.0,0.402,44.24742697,-86.32601648,1775.0,1775.0
13570,51-5052,Manistee,MANISTEE,(4) Minor Arterial,U,1ST ST,,,,BETWEEN CHERRY AND TAMARACK (IN MANISTEE),2-WAY,EB/WB,Primary,1154003.0,0.376,44.24625848,-86.33589276,3804.0,3804.0
13571,51-5053,Manistee,MANISTEE,(4) Minor Arterial,U,8TH ST,,,,BETWEEN LOCUST AND ELM (IN MANISTEE),2-WAY,EB/WB,Primary,1153905.0,0.417,44.23879056,-86.33096587,940.0,940.0
13572,51-5054,Manistee,MANISTEE,(5) Major Collector,U,HANCOCK ST,,,,BETWEEN FILER AND LAKE (IN MANISTEE),2-WAY,NB/SB,Primary,3510001.0,0.174,44.24822702,-86.31603639,593.0,593.0
13573,51-5055,Manistee,MANISTEE,(4) Minor Arterial,U,RIVER ST,,,,BETWEEN GREENBUSH AND DIVISION (IN MANISTEE),1-WAY,SW,Primary,1154007.0,0.689,44.24844011,-86.32047217,2598.0,2598.0
13574,51-5056,Manistee,Manistee,(5) Major Collector,U,DIVISION ST,,,NORTH OF,Filer St,2-WAY,NB/SB,Primary,1162008.0,0.1603521,44.24814025,-86.31948727,1648.0,1648.0
13575,51-5057,Manistee,MANISTEE,(5) Major Collector,U,GREENBUSH ST,,,,BETWEEN FILER AND CLAY (IN MANISTEE),2-WAY,NB/SB,Primary,1162007.0,0.096,44.24726041,-86.32162421,691.0,691.0
13576,51-5058,Manistee,MANISTEE,(5) Major Collector,U,POPLAR ST,,,,BETWEEN RIVER AND WATER (IN MANISTEE),2-WAY,NB/SB,Primary,1162006.0,0.095,44.24728587,-86.32266537,564.0,564.0
13577,51-5059,Manistee,MANISTEE,(5) Major Collector,U,WATER ST,,,,BETWEEN OAK AND MAPLE (IN MANISTEE),2-WAY,EB/WB,Primary,1154004.0,0.188,44.24687753,-86.32510715,832.0,832.0
13578,51-5060,Manistee,Manistee,(4) Minor Arterial,U,MAPLE ST,,,NORTH OF,8th St,2-WAY,NB/SB,Primary,1159404.0,4.572,44.24311819,-86.32399764,4419.0,4419.0
13579,51-5062,Manistee,MANISTEE,(5) Major Collector,U,2ND AVE,,,,BETWEEN FRANKLIN AND FORD (IN MANISTEE),2-WAY,EB/WB,Primary,3510000.0,0.069,44.2518378,-86.32714388,195.0,195.0
